C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_26_527.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_26_527.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_26_527.jpg,0,1,0,19.94484
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_26_602.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_26_602.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_26_602.jpg,0,1,0,20.55148
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_26_677.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_26_677.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_26_677.jpg,0,1,0,21.35733
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_26_752.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_26_752.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_26_752.jpg,0,1,0,22.15414
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_26_824.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_26_824.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_26_824.jpg,-0.15,1,0,22.73245
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_26_897.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_26_897.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_26_897.jpg,-0.35,1,0,23.45707
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_26_972.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_26_972.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_26_972.jpg,-0.5500001,1,0,24.10256
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_27_050.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_27_050.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_27_050.jpg,0,1,0,24.70325
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_27_125.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_27_125.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_27_125.jpg,0,1,0,25.23901
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_27_193.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_27_193.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_27_193.jpg,0,1,0,25.98835
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_27_270.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_27_270.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_27_270.jpg,0,1,0,26.7438
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_27_345.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_27_345.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_27_345.jpg,0,1,0,27.30804
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_27_421.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_27_421.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_27_421.jpg,0,1,0,28.05615
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_27_489.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_27_489.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_27_489.jpg,0,1,0,28.79638
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_27_561.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_27_561.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_27_561.jpg,-0.15,1,0,29.33894
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_27_631.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_27_631.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_27_631.jpg,-0.35,1,0,30.00127
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_27_704.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_27_704.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_27_704.jpg,-0.5000001,1,0,30.14437
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_27_780.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_27_780.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_27_780.jpg,0,1,0,30.17995
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_27_853.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_27_853.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_27_853.jpg,0,1,0,30.18795
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_27_922.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_27_922.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_27_922.jpg,0,1,0,30.18969
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_27_993.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_27_993.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_27_993.jpg,-0.05,1,0,30.19028
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_28_062.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_28_062.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_28_062.jpg,-0.2,1,0,30.18264
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_28_131.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_28_131.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_28_131.jpg,-0.4,1,0,30.15965
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_28_199.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_28_199.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_28_199.jpg,-0.5500001,1,0,30.1412
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_28_272.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_28_272.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_28_272.jpg,0,1,0,30.18647
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_28_343.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_28_343.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_28_343.jpg,0,1,0,30.18865
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_28_417.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_28_417.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_28_417.jpg,0,1,0,30.19001
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_28_490.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_28_490.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_28_490.jpg,0,1,0,30.19032
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_28_561.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_28_561.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_28_561.jpg,0,1,0,30.19037
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_28_634.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_28_634.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_28_634.jpg,0,1,0,30.1904
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_28_704.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_28_704.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_28_704.jpg,-0.1,1,0,30.18812
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_28_772.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_28_772.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_28_772.jpg,-0.3,1,0,30.17004
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_28_840.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_28_840.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_28_840.jpg,-0.45,1,0,30.15244
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_28_912.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_28_912.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_28_912.jpg,0,1,0,30.18809
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_28_979.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_28_979.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_28_979.jpg,0,1,0,30.18985
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_29_052.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_29_052.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_29_052.jpg,0,1,0,30.19081
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_29_125.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_29_125.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_29_125.jpg,0,1,0,30.19
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_29_197.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_29_197.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_29_197.jpg,0,1,0,30.19033
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_29_271.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_29_271.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_29_271.jpg,-0.1,1,0,30.18797
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_29_343.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_29_343.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_29_343.jpg,-0.25,1,0,30.17521
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_29_417.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_29_417.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_29_417.jpg,-0.45,1,0,30.15173
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_29_484.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_29_484.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_29_484.jpg,0,1,0,30.18666
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_29_552.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_29_552.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_29_552.jpg,0,1,0,30.18966
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_29_618.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_29_618.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_29_618.jpg,0,1,0,30.19011
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_29_686.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_29_686.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_29_686.jpg,0,1,0,30.19024
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_29_753.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_29_753.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_29_753.jpg,0,1,0,30.19028
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_29_821.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_29_821.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_29_821.jpg,0,1,0,30.19065
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_29_888.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_29_888.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_29_888.jpg,0,1,0,30.19032
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_29_955.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_29_955.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_29_955.jpg,0,1,0,30.19031
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_30_022.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_30_022.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_30_022.jpg,-0.15,1,0,30.18435
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_30_090.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_30_090.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_30_090.jpg,-0.35,1,0,30.16351
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_30_157.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_30_157.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_30_157.jpg,0,1,0,30.18914
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_30_227.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_30_227.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_30_227.jpg,0,1,0,30.18965
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_30_295.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_30_295.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_30_295.jpg,0,1,0,30.19013
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_30_362.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_30_362.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_30_362.jpg,0,1,0,30.19023
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_30_430.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_30_430.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_30_430.jpg,0,1,0,30.19035
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_30_497.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_30_497.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_30_497.jpg,0,1,0,30.19032
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_30_564.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_30_564.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_30_564.jpg,0,1,0,30.19031
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_30_632.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_30_632.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_30_632.jpg,0,1,0,30.19032
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_30_704.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_30_704.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_30_704.jpg,0,1,0,30.19031
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_30_774.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_30_774.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_30_774.jpg,0,1,0,30.19006
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_30_842.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_30_842.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_30_842.jpg,-0.05,1,0,30.18975
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_30_911.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_30_911.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_30_911.jpg,-0.25,1,0,30.17475
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_30_980.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_30_980.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_30_980.jpg,-0.4,1,0,30.15703
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_31_049.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_31_049.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_31_049.jpg,0,1,0,30.17495
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_31_118.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_31_118.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_31_118.jpg,0,1,0,30.18646
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_31_185.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_31_185.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_31_185.jpg,0,1,0,30.18918
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_31_253.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_31_253.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_31_253.jpg,0,1,0,30.1901
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_31_321.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_31_321.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_31_321.jpg,0,1,0,30.19025
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_31_392.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_31_392.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_31_392.jpg,0,1,0,30.19031
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_31_462.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_31_462.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_31_462.jpg,0,1,0,30.19031
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_31_534.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_31_534.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_31_534.jpg,0,1,0,30.19031
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_31_606.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_31_606.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_31_606.jpg,0,1,0,30.19029
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_31_678.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_31_678.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_31_678.jpg,0,1,0,30.19029
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_31_748.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_31_748.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_31_748.jpg,-0.05,1,0,30.18992
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_31_816.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_31_816.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_31_816.jpg,-0.2,1,0,30.17976
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_31_882.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_31_882.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_31_882.jpg,-0.35,1,0,30.1634
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_31_956.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_31_956.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_31_956.jpg,0,1,0,30.17695
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_32_024.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_32_024.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_32_024.jpg,0,1,0,30.18753
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_32_096.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_32_096.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_32_096.jpg,0,1,0,30.18974
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_32_170.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_32_170.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_32_170.jpg,0,1,0,30.19022
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_32_237.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_32_237.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_32_237.jpg,0,1,0,30.19028
C:\Users\RACHIT SINGH\Desktop\IMG\center_2018_11_01_21_14_32_310.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\left_2018_11_01_21_14_32_310.jpg,C:\Users\RACHIT SINGH\Desktop\IMG\right_2018_11_01_21_14_32_310.jpg,0,1,0,30.1903
